Price,Stars,Number of Reviews,Product Name,Brand,Year of Release,Color Category,Display Type,Screen Size,Screen Resolution,Touch Screen,Operating System,Voice Assistant Built-in,Storage Type,Total Storage Capacity,System Memory (RAM),Type of Memory (RAM),Battery Type,Battery Life (up to),Graphics Type,GPU Brand,Graphics,Processor Brand,Processor Model,Number of CPU Cores,CPU Base Clock Frequency,Product Weight,Backlit Keyboard,Front Facing Camera Video Resolution,Number of HDMI Outputs (Total)
$709.99,2.8,12,"Apple MacBook Pro 15.4"" Certified Refurbished - Touch Bar - Intel Core i7 2.6 with 16 GB Memory - 256GB SSD (2016)",Apple,2016,Space Gray,LED,13 inches,2560 x 1600 (Retina),No,Mac OS,,SSD,256 gigabytes,8 gigabytes,LPDDR3,Lithium-polymer,10 hours,Integrated,AMD Radeon,AMD Radeon Pro 450,Intel,Intel 6th Generation Core i7,,2.6 gigahertz,4.02 pounds,Yes,,
$371.99,,Be the first to write a review,"14"" Refurbished 1920 x 1080 FHD - Intel 6th Gen Core i5-6300U with 16GB RAM - Intel HD Graphics 620 - 256GB SSD",Lenovo,2017,Black,,14 inches,1920 x 1080 (Full HD),No,Windows 10 Pro,,SSD,256 gigabytes,16 gigabytes,DDR4,Lithium-ion,,Integrated,Intel,Intel HD Graphics 620,Intel,Intel 6th Generation Core i5,2-core (dual-core),3 gigahertz,3.48 pounds,No,720p,1
"$1,052.99",,Be the first to write a review,"Geek Squad Certified Refurbished Zenbook 2-in-1 14"" Touch-Screen Laptop - Core i7 - 16GB - GeForce MX 250 - 512GB SSD",ASUS,,Gray,,14 inches,1920 x 1080 (Full HD),Yes,Windows 10 Home,,SSD,512 gigabytes,16 gigabytes,LPDDR3,Lithium-polymer,,,,,Intel,Intel 10th Generation Core i7,,,,Yes,,
"$1,599.99",5.0,2,"Geek Squad Certified Refurbished 15.6"" Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 2060 - 512GB SSD",MSI,2020,Black,LED,15.6 inches,1920 x 1080 (Full HD),No,Windows 10 Home,,SSD,512 gigabytes,16 gigabytes,DDR4 SDRAM,Lithium-polymer,,Dedicated,NVIDIA,NVIDIA GeForce RTX 2060,Intel,Intel 8th Generation Core i7,,2.2 gigahertz,4.19 pounds,Yes,,1
$599.99,4.7,188,Surface Laptop Go 2 - 12.4” Touch-Screen – Intel Core i5 – 8GB Memory - 256GB SSD (Latest Model),Microsoft,2022,Silver,LCD,12.4 inches,1536 x 1024,Yes,Windows 11 Home,No,SSD,256 gigabytes,8 gigabytes,LPDDR4X,Lithium-ion,13.5 hours,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 11th Generation Core i5,,,2.48 pounds,No,720p,0
$779.99,,Be the first to write a review,"Apple MacBook Pro 13"" (2019) Refurbished 2880x1800 - Intel 8th Gen Core i5 with 8GB Ram - Intel IrisPlus 655 - 512GB SSD",Apple,2019,Silver,,13.3 inches,2880 x 1800,No,macOS Ventura,,SSD,512 gigabytes,8 gigabytes,DDR3 SDRAM,Lithium-polymer,,Integrated,Intel,Intel Iris Plus Graphics 655,Intel,Intel 8th Generation Core i5,4-core (quad-core),1.1 gigahertz,2.9 pounds,No,,
$599.99,,Be the first to write a review,"Apple MacBook Air 13"" (2018) Refurbished 2560x1600 - Intel 8th Gen Core i5 with 8GB Memory - Intel UHD 617 - 256GB SSD",Apple,2018,Silver,,13.3 inches,2560 x 1600,No,macOS Ventura,,SSD,256 gigabytes,8 gigabytes,DDR3 SDRAM,Lithium-polymer,,Integrated,Intel,Intel UHD Graphics 617,Intel,Intel 8th Generation Core i5,2-core (dual-core),2.6 gigahertz,2.9 pounds,No,,
$699.99,2.8,6,"Geek Squad Certified Refurbished MacBook Pro - 13"" Display with Touch Bar - Intel Core i5 - 8GB Memory - 256GB SSD",Apple,2018,Silver,,13.3 inches,2560 x 1600 (Retina),No,Mac OS,Siri,SSD,256 gigabytes,8 gigabytes,LPDDR3,Lithium-polymer,,Dedicated,Intel,Intel Iris Plus Graphics 655,Intel,Intel 8th Generation Core i5,,2.3 gigahertz,3.02 pounds,Yes,,
$917.99,4.3,7,"Geek Squad Certified Refurbished Laptop 3 - 15"" Touch-Screen - AMD Ryzen 5 Surface Edition - 8GB Memory - 128GB SSD",Microsoft,2019,Silver,,15 inches,2496 x 1664,Yes,Windows 10 Home,,SSD,128 gigabytes,8 gigabytes,Not provided,Lithium-ion polymer,11.5 hours,Integrated,AMD Radeon,AMD Radeon Vega 9,AMD,AMD Ryzen 5 Microsoft Surface Edition,4-core (quad-core),2.3 gigahertz,3.4 pounds,Yes,,
$419.99,2.9,16,"Apple Macbook Pro 13.3"" Certified Refurbished - Intel Core i5 with 8GB Memory - 128GB SSD (2015)",Apple,2015,Silver,,13.3 inches,2560 x 1600 (Retina),No,Mac OS,,SSD,128 gigabytes,8 gigabytes,LPDDR3,Lithium-polymer,,Integrated,Intel,Intel Iris Graphics 6100,Intel,Intel 5th Generation Core i5,,,3.48 pounds,Yes,,
$279.00,5.0,1 Review,"11.6"" Touch-Screen Chromebook - Intel Celeron - 4GB Memory - 16GB eMMC Flash Memory",Acer,2017,Gray,LED,11.6 inches,1366 x 768 (HD),Yes,Chrome OS,,eMMC,32 gigabytes,4 gigabytes,LPDDR3,Lithium-ion,13 hours,Integrated,Intel,Intel UHD Graphics,Intel,Intel Celeron,,1.6 gigahertz,2.87 pounds,Yes,,1
$899.99,4.0,7,"Inspiron 2-in-1 14"" Touch-Screen Laptop - Intel Core i7 - 12GB Memory - 512GB SSD",Dell,2020,Gray,LCD,14 inches,1920 x 1080 (Full HD),Yes,Windows 10 Home,,SSD,512 gigabytes,12 gigabytes,DDR4,Lithium-ion,,Integrated,Intel,Intel Iris Plus Graphics,Intel,Intel 10th Generation Core i7,,,3.39 pounds,Yes,720p,1
$199.99,5.0,1 Review,"Chromebook S330 - 81JW001KUS - 14.0"" (HD) (1366x768) / MediaTek MT8173C / 4GB 1866MHz LPDDR3 / 64GB eMMC",Lenovo,2021,Black,,14 inches,1366 x 768 (HD),No,Chrome OS,,eMMC,68 gigabytes,4 gigabytes,LPDDR3,Lithium-ion,,Integrated,MediaTek,MediaTek Integrated Graphics,MediaTek,MediaTek MT Series,,,4.75 pounds,No,,
$577.99,1.0,1 Review,"ExpertBook B3 Detachable B3000 10.5"" Laptop - Qualcomm - Memory - 128 GB eMMC",ASUS,2022,Black,,10.5 inches,1920 x 1200 (WUXGA),Yes,Windows 11 Pro,,eMMC,128 gigabytes,4 gigabytes,LPDDR4X,Other,,Integrated,Qualcomm,Qualcomm Adreno 618,Qualcomm,Non-AMD/Intel processor,,,1.3 pounds,No,,
"$1,499.99",4.6,41,Surface Laptop 5 – 15” Touch Screen – Intel Evo Platform Core i7 – 16GB Memory – 512GB SSD (Latest Model),Microsoft,2022,Silver,LCD,15 inches,2496 x 1664,Yes,Windows 11 Home,No,SSD,512 gigabytes,16 gigabytes,LPDDR5X,Lithium-ion,17 hours,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 12th Generation Core i7 Evo Platform,,,3.44 pounds,Yes,720p,0
$329.99,4.2,13,"ProBook 14"" Refurbished Laptop - Intel Core i5 - 8GB Memory - 480GB Solid State Drive",HP,2018,Black,LED,14 inches,1366 x 768 (HD),No,Windows 10 Pro,,SSD,480 gigabytes,8 gigabytes,DDR3 SDRAM,Lithium-ion,,Integrated,Intel,Intel UHD Graphics,Intel,Intel 6th Generation Core i5,,2.4 gigahertz,5.09 pounds,No,720p,
$169.99,2.3,13,NEO14A Laptop - Intel Core - 64 GB Memory,Thomson,2021,White,,14.1 inches,1366 x 768 (HD),No,Windows 10 Home in S mode,,eMMC,64 gigabytes,4 gigabytes,DDR3L,Lithium-ion,7 hours,Dedicated,Intel,Intel HD Graphics 400,Intel,Intel Atom,,,3.92 pounds,No,,
$369.99,2.2,6,"Latitude 14"" Refurbished Laptop - Intel Core i5 - 16GB Memory - 512GB SSD",Dell,2020,Black,LED,14 inches,1920 x 1080 (Full HD),No,Windows 10 Home,,SSD,512 gigabytes,16 gigabytes,DDR4 SDRAM,Lithium-polymer,,Integrated,Intel,Intel HD Graphics 520,Intel,Intel 6th Generation Core i5,,2.4 gigahertz,3.33 pounds,No,720p,1
$679.99,3.9,13,"Inspiron 15.6"" Laptop - Intel Core i7 - 8GB Memory - 256GB SSD",Dell,2020,Black,LED,15.6 inches,1920 x 1080 (Full HD),No,Windows 10 Home,Not Applicable,SSD,256 gigabytes,8 gigabytes,DDR4 SDRAM,Lithium-ion,,Integrated,Intel,Intel Iris Plus Graphics,Intel,Intel 10th Generation Core i7,4-core (quad-core),1.3 gigahertz,4.41 pounds,No,720p,1
$994.99,1.0,1 Review,"Geek Squad Certified Refurbished Surface Laptop 3 13.5"" Touch-Screen - Intel Core i5 - 8GB Memory - 256GB SSD",Microsoft,2019,Blue,,13.5 inches,2256 x 1504,Yes,Windows 10 Home,,SSD,256 gigabytes,8 gigabytes,LPDDR4X,Lithium-ion polymer,,Integrated,Intel,Intel Iris Plus Graphics,Intel,Intel 10th Generation Core i5,,,2.84 pounds,Yes,720p,
$835.99,,Be the first to write a review,"TravelMate P4 P414-51 14"" Laptop - Intel Core i5 - 8 GB Memory - 512 GB SSD",Acer,2020,Blue,LCD,14 inches,1920 x 1080 (Full HD),No,Windows 10 Pro,No,SSD,512 gigabytes,8 gigabytes,DDR4 SDRAM,Lithium-ion,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 11th Generation Core i5,4-core (quad-core),2.4 gigahertz,3.09 pounds,Yes,,1
$837.99,5.0,1 Review on https://www.asus.com,"ExpertBook B1 B1500 15.6"" Laptop - Intel Core i5 - 8 GB Memory - 256 GB SSD",ASUS,2022,Black,,15.6 inches,1920 x 1080 (Full HD),No,Windows 10 Pro,,SSD,256 gigabytes,8 gigabytes,DDR4 SDRAM,Other,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 11th Generation Core i5,,,3.81 pounds,No,,
$749.99,,Be the first to write a review,"Modern 14 C11M 14"" Laptop - Intel Core i7-1195G7 with 8GB Memory - 512GB SSD",MSI,2023,Black,,14 inches,1920 x 1080 (Full HD),No,Windows 11 Pro,No,SSD,512 gigabytes,8 gigabytes,DDR4 SDRAM,Other,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 11th Generation Core i7,,,3.09 pounds,Yes,,
"$1,399.99",,Be the first to write a review,"Prestige 14 EVO 14"" Laptop - Intel Core i7-13700H with 32GB Memory - 1TB SSD",MSI,2023,Silver,,14 inches,1920 x 1200 (WUXGA),No,Windows 11 Pro,No,SSD,1000 gigabytes,32 gigabytes,LPDDR4X,Other,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 13th Generation Core i7,,3.7 gigahertz,3.53 pounds,Yes,,
$746.99,4.0,4,"Apple MacBook Pro 13.3"" Certified Refurbished - Intel Core i5 3.1GHz - Touch Bar - 8GB Memory - 256GB SSD (2017)",Apple,2017,Silver,LED,13.3 inches,2560 x 1600 (Retina),No,Mac OS,,SSD,256 gigabytes,8 gigabytes,LPDDR3,Lithium-polymer,10 hours,Integrated,Intel,Intel Iris Plus Graphics,Intel,Intel 7th Generation Core i5,,3.1 gigahertz,3.02 pounds,Yes,720p,
$629.99,3.8,17,"MacBook Air 13.3"" (2018) - Intel Core i5 - 8GB Memory - 256GB SSD - Pre-Owned",Apple,2018,Space Gray,,13.3 inches,2560 x 1600 (Retina),No,Mac OS,,SSD,256 gigabytes,8 gigabytes,LPDDR3,Lithium-polymer,,Integrated,Intel,Intel UHD Graphics 617,Intel,Intel 8th Generation Core i5,,1.6 gigahertz,2.76 pounds,Yes,720p,
$799.99,,Be the first to write a review,"Prestige 14 EVO 14"" Laptop - Intel Core i5 - 16 GB Memory - 512 GB SSD",MSI,2022,Gray,,14 inches,1920 x 1080 (Full HD),No,Windows 11 Pro,No,SSD,512 gigabytes,16 gigabytes,LPDDR4X,Other,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 12th Generation Core i5,,1.2 gigahertz,3.6 pounds,Yes,,
$719.99,3.8,16,"MacBook Pro 13.3"" (2018) Laptop - Intel Core i5 - 8GB Memory - 256GB SSD - Pre-Owned",Apple,2018,Space Gray,,13.3 inches,2560 x 1600 (Retina),No,Mac OS,,SSD,256 gigabytes,8 gigabytes,LPDDR3,Lithium-polymer,,Integrated,Intel,Intel Iris Plus Graphics 655,Intel,Intel 8th Generation Core i5,,,3.02 pounds,Yes,720p,
$519.99,,Be the first to write a review,"840 G6 14"" Refurbished 1920x1080 FHD - Intel 8th Gen Core i5-8365U - Intel HD Graphics 620 with 32GB and 1TB - SSD",HP,2019,Silver,,14 inches,1920 x 1080 (Full HD),No,Windows 11 Pro,,SSD,1000 gigabytes,32 gigabytes,DDR4 SDRAM,Lithium-ion,,Integrated,Intel,Intel HD Graphics 620,Intel,Intel 8th Generation Core i5,4-core (quad-core),4.1 gigahertz,3.32 pounds,Yes,1080p,1
"$1,949.99",,Be the first to write a review,"Latitude 9000 14"" Laptop - Intel Core i5 - 16 GB Memory - 256 GB SSD",Dell,2022,Gray,LCD,14 inches,1920 x 1200 (WUXGA),No,Windows 10 Pro,No,SSD,256 gigabytes,16 gigabytes,LPDDR4X,Not Applicable,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 11th Generation Core i5,4-core (quad-core),2.6 gigahertz,3.09 pounds,Yes,,
$569.99,,Be the first to write a review,"Geek Squad Certified Refurbished Surface Laptop 4 13.5"" Touch-Screen - AMD Ryzen 5 - 8GB Memory - 256GB SSD",Microsoft,2021,Silver,LCD,13.5 inches,2256 x 1504,Yes,Windows 10 Home,No,SSD,256 gigabytes,8 gigabytes,LPDDR4X,Lithium-ion,19 hours,Integrated,AMD Radeon,AMD Radeon Vega 9,AMD,AMD Ryzen 5 Microsoft Surface Edition,,,2.79 pounds,Yes,720p,
"$1,499.99",,Be the first to write a review,"ExpertCenter E5 23.8"" Touch-Screen All-In-One - Intel Core i7 - 16 GB Memory - 1 TB SSD",ASUS,2022,Black,LCD,23.8 inches,1920 x 1080 (Full HD),Yes,Windows 10 Pro,No,SSD,1000 gigabytes,16 gigabytes,DDR4 SDRAM,,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 11th Generation Core i7,,,15.65 pounds,,,1
"$3,449.99",,Be the first to write a review,"CreatorPro X17 A12U 17.3"" Laptop - Intel 12th Gen Core i7 with 32GB Memory - NVIDIA RTX A3000 - 1TB SSD",MSI,2022,Black,,17.3 inches,3840 x 2160 (4K),No,Windows 11 Pro,No,SSD,1000 gigabytes,32 gigabytes,DDR5 SDRAM,Other,,Integrated,NVIDIA,NVIDIA RTX A3000,Intel,Intel 12th Generation Core i7,,1.5 gigahertz,6.82 pounds,Yes,,
"$1,399.99",4.6,10,"Crosshair 16"" 144hz Gaming Laptop - Intel 13TH Gen Core i7 with 16GB Memory - NVIDIA GeForce RTX 4070 - 1TB SSD",MSI,2023,Black,LCD,16 inches,1920 x 1200 (WUXGA),No,Windows 11 Home,,SSD,1000 gigabytes,16 gigabytes,DDR5,Lithium-ion polymer,,Dedicated,NVIDIA,NVIDIA GeForce RTX 4070,Intel,Intel 13th Generation Core i7,,,5.07 pounds,Yes,720p,
"$1,749.99",,Be the first to write a review,"Creator Z16 16"" Touch-Screen Laptop - Intel Core i7 - 16 GB Memory - NVIDIA GeForce RTX 3060 - 1 TB SSD",MSI,2022,Gray,,16 inches,2560 x 1600,Yes,Windows 11 Pro,No,SSD,1000 gigabytes,16 gigabytes,DDR5 SDRAM,Other,,Dedicated,NVIDIA,NVIDIA GeForce RTX 3060,Intel,Intel 12th Generation Core i7,,1.7 gigahertz,5.4 pounds,Yes,,
$412.99,3.8,4,"Latitude 15.6"" Refurbished Laptop - Intel Core i5 - 8GB Memory - 256GB SSD",Dell,2020,Black,LED,15.6 inches,1920 x 1080 (Full HD),No,Windows 10 Pro,,SSD,256 gigabytes,8 gigabytes,DDR4 SDRAM,Lithium-polymer,,Integrated,Intel,Intel HD Graphics 520,Intel,Intel 6th Generation Core i5,,2.3 gigahertz,4.61 pounds,No,,1
$720.99,4.0,3,"Geek Squad Certified Refurbished Surface Laptop 4 13.5"" Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 512GB SSD",Microsoft,2021,Blue,LCD,13.5 inches,2256 x 1504,Yes,Windows 10 Home,No,SSD,512 gigabytes,8 gigabytes,LPDDR4X,Lithium-ion,17.5 hours,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 11th Generation Core i5,,,2.79 pounds,Yes,720p,
$899.99,,Be the first to write a review,"VivoBook Pro 15 K6500 15.6"" Laptop - Intel Core i5 - Memory - NVIDIA GeForce GTX 1650 Max-Q - 512 GB SSD",ASUS,2022,Blue,,15.6 inches,1920 x 1080 (Full HD),No,Windows 11 Home,No,SSD,512 gigabytes,8 gigabytes,LPDDR5,Other,,Dedicated,NVIDIA,NVIDIA GeForce GTX 1650 Max-Q,Intel,Intel 12th Generation Core i5,8-core,2 gigahertz,3.97 pounds,Yes,,
"$1,499.99",,Be the first to write a review,"CreatorPro M15 15.6"" Laptop - Intel Core i7 - 16GB Memory - NVIDIA RTX A1000 - 1TB SSD",MSI,2022,Black,,15.6 inches,1920 x 1080 (Full HD),No,Windows 11 Pro,No,SSD,1000 gigabytes,16 gigabytes,DDR4 SDRAM,Other,,Dedicated,NVIDIA,NVIDIA RTX A1000,Intel,Intel 11th Generation Core i7,8-core,2.4 gigahertz,4.09 pounds,Yes,,
"$1,999.99",4.6,54,Alienware m16 QHD+ 165Hz Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 4070 - 1TB SSD -Windows 11 Pro,Alienware,2023,Black,LED,16 inches,2560 x 1600,No,Windows 11 Pro,,SSD,1000 gigabytes,16 gigabytes,DDR5,Lithium-ion,,Dedicated,NVIDIA,NVIDIA GeForce RTX 4070,Intel,Intel 13th Generation Core i7,16-core,5 gigahertz,7.3 pounds,Yes,720p,1
$410.99,,Be the first to write a review,Elitebook 840 G6 Laptop Intel i5-8365U 1.6GHz 8GB 256GB SSD Windows 10 Pro - Refurbished,HP,2019,Silver,,14 inches,1920 x 1080 (Full HD),No,Windows 10 Pro,,SSD,256 gigabytes,8 gigabytes,DDR4 SDRAM,Lithium-ion,,Integrated,Intel,Intel UHD Graphics,Intel,Intel 8th Generation Core i5,,,3.94 pounds,No,,
"$1,039.99",5.0,25 on hp.com,"EliteBook 640 G9 14"" Laptop - Intel Core i5 with 16GB Memory - 256 GB SSD",HP,2022,Silver,LCD,14 inches,1920 x 1080 (Full HD),No,Windows 10 Pro,No,SSD,256 gigabytes,16 gigabytes,DDR4 SDRAM,Other,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 12th Generation Core i5,10-core,,3.02 pounds,Yes,,
$839.99,3.0,2,"TravelMate P4 P414-51 14"" Laptop - Intel Core i5 - 16 GB Memory - 512 GB SSD",Acer,2022,Blue,LCD,14 inches,1920 x 1080 (Full HD),No,Windows 11 Pro,No,SSD,512 gigabytes,16 gigabytes,DDR4 SDRAM,Lithium-ion,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 11th Generation Core i5,4-core (quad-core),2.4 gigahertz,3.11 pounds,Yes,,1
"$2,599.99",4.3,217 on lenovo.com,"16"" ThinkPad X1 Extreme Gen 4 Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 3070 - 512GB SSD",Lenovo,2021,Black,,16 inches,3840 x 2400,No,Windows 10 Pro,,SSD,512 gigabytes,16 gigabytes,DDR4,Lithium-ion polymer,,Integrated,NVIDIA,NVIDIA GeForce RTX 3070,Intel,Intel 11th Generation Core i7,,,4 pounds,Yes,,
"$1,579.99",4.7,25,"Predator Helios Neo 16"" WQXGA 165Hz IPS Gaming Laptop -  Intel i7-13700HX – GeForce RTX 4060 with 16GB DDR5 – 1TB SSD",Acer,2023,Gray,LCD,16 inches,2560 x 1600,No,Windows 11 Home,,SSD,1000 gigabytes,16 gigabytes,DDR5,Lithium-ion,,Dedicated,NVIDIA,NVIDIA GeForce RTX 4060,Intel,Intel 13th Generation Core i7,16-core,5 gigahertz,5.73 pounds,Yes,1080p,1
"$1,129.99",,Be the first to write a review,"ThinkPad Z16 Gen 1 16"" Notebook - AMD Ryzen 5 PRO 6650H - 16GB Memory - 256GB SSD",Lenovo,2022,Gray,,16 inches,1920 x 1200 (WUXGA),No,Windows 10 Pro,,SSD,256 gigabytes,16 gigabytes,LPDDR5,Lithium-ion,,Integrated,AMD Radeon,AMD Radeon RX 6500 XT,AMD,AMD Ryzen 5 6000 Series,,,3.99 pounds,Yes,,
"$1,489.99",,Be the first to write a review,"ThinkPad Z13 Gen 1 13.3"" Notebook - AMD Ryzen 7 PRO 6850U - 16GB Memory - 512GB SSD",Lenovo,2022,Gray,,13.3 inches,1920 x 1200 (WUXGA),No,Windows 10 Pro,,SSD,512 gigabytes,16 gigabytes,LPDDR5,Lithium-ion,,Integrated,AMD Radeon,AMD Radeon RX 6800M,AMD,AMD Ryzen 7 5000 Series PRO,,,2.63 pounds,Yes,,
"$1,999.99",,Be the first to write a review,"ThinkPad 16.0"" 4K Ultra HD Laptop Intel Core i7-12700H 512GB SSD",Lenovo,2022,Black,,16 inches,1920 x 1200 (WUXGA),No,Windows 10 Pro,,SSD,16 gigabytes,16 gigabytes,DDR5,Lithium-ion polymer,,Integrated,Intel,NVIDIA RTX A2000,Intel,Intel 10th Generation Core i7,,,3.99 pounds,Yes,,
"$1,321.99",,Be the first to write a review,"ExpertBook B3 Flip B3402 14"" Laptop - Intel Core i7 - Memory - 512 GB SSD",ASUS,2022,Black,LCD,14 inches,1920 x 1080 (Full HD),Yes,Windows 10 Pro,No,SSD,512 gigabytes,16 gigabytes,DDR4 SDRAM,Other,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 11th Generation Core i7,4-core (quad-core),2.8 gigahertz,3.55 pounds,No,,
"$1,010.99",5.0,1 Review,"Legion 5 Pro 16"" Refurbished Laptop 2560 x 1600 NVIDIA GeForce RTX 3070 AMD Ryzen 7 5800H with 16GB Ram and 512GB SSD",Lenovo,2021,Gray,,16 inches,2560 x 1600,No,Windows 11 Home,,SSD,512 gigabytes,16 gigabytes,DDR4,Lithium-ion,,Dedicated,NVIDIA,NVIDIA GeForce RTX 3070,AMD,AMD Ryzen 7 5000 Series,,,5.4 pounds,Yes,,
"$1,199.99",5.0,1 Review on https://www.asus.com,"Vivobook Pro 15 OLED K6502 15.6"" Laptop - Intel Core i7 - Memory - NVIDIA GeForce RTX 3050 - 512 GB SSD",ASUS,2022,Blue,,15.6 inches,1920 x 1080 (Full HD),No,Windows 11 Home,,SSD,512 gigabytes,16 gigabytes,DDR4 SDRAM,Other,,Dedicated,NVIDIA,NVIDIA GeForce RTX 3050,Intel,Intel 12th Generation Core i7,,,3.86 pounds,Yes,,
$599.99,,Be the first to write a review,"EliteBook 14"" Refurbished Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive",HP,2018,Gray,,14 inches,1920 x 1080 (Full HD),No,Windows 10 Pro,,SSD,512 gigabytes,16 gigabytes,DDR4 SoDIMM,Lithium-ion,,Integrated,Intel,Intel UHD Graphics 620,Intel,Intel 8th Generation Core i7,4-core (quad-core),4 gigahertz,3.26 pounds,No,1080p,1
"$2,199.99",,Be the first to write a review,"Precision 5000 15.6"" Laptop - Intel Core i7 - Memory - NVIDIA RTX A1000 - 512 GB SSD",Dell,2022,Gray,LCD,15.6 inches,1920 x 1200 (WUXGA),No,Windows 10 Pro,,SSD,512 gigabytes,16 gigabytes,DDR5 SDRAM,Other,,Dedicated,NVIDIA,NVIDIA RTX A2000,Intel,Intel 12th Generation Core i7,,,4.06 pounds,Yes,,
"$2,149.99",,Be the first to write a review,"ThinkPad X1 Yoga Gen 7 2-in-1 14"" Touch-Screen Notebook - Intel Core i7-1260P - 16GB Memory - 512GB SSD",Lenovo,2022,Gray,,14 inches,1920 x 1200 (WUXGA),Yes,Windows 10 Pro,,SSD,512 gigabytes,16 gigabytes,LPDDR5,Lithium-ion,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 7th Generation Core i7,,,3.04 pounds,Yes,,
"$2,199.99",4.7,104,Surface Laptop Studio – 14.4” Touch Screen – Intel Core i7 -32GB Memory – NVIDIA GeForce RTX 3050 Ti - 1TB SSD,Microsoft,2021,Silver,LCD,14.4 inches,2400 x 1600,Yes,Windows 11 Home,No,SSD,1000 gigabytes,32 gigabytes,LPDDR4X,Lithium-ion,18 hours,Integrated,NVIDIA,NVIDIA GeForce RTX 3050 Ti,Intel,Intel 11th Generation Core i7,4-core (quad-core),,4 pounds,Yes,1080p,0
$799.99,,Be the first to write a review,"Modern 14 14"" Laptop - Intel Core i5 - 8 GB Memory - 512 GB SSD",MSI,2022,Black,,14 inches,1920 x 1080 (Full HD),No,Windows 11 Home,No,SSD,512 gigabytes,8 gigabytes,DDR4 SDRAM,Other,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 12th Generation Core i5,,0.9 gigahertz,3.09 pounds,Yes,,1
"$1,749.99",,Be the first to write a review,"Predator Triton 300 SE 16” WQXGA Gaming Laptop- Intel Core i7-12700H,NVIDIA GeForce RTX 3060,G-SYNC-512GB PCIeGen4x4 SSD",Acer,2022,Silver,LED,16 inches,2560 x 1600,No,Windows 11 Home,,SSD,512 gigabytes,16 gigabytes,DDR5,Lithium-ion,,Dedicated,NVIDIA,NVIDIA GeForce RTX 3060,Intel,Intel 12th Generation Core i7,,,5.29 pounds,Yes,1080p,
$979.99,4.2,20 on hp.com,"EliteBook 865 G9 16"" Laptop - AMD Ryzen 5 PRO - with 16GB Memory - 512 GB SSD",HP,2022,Silver,,16 inches,1920 x 1200 (WUXGA),No,Windows 11 Pro,,SSD,512 gigabytes,16 gigabytes,DDR5 SDRAM,Other,,Integrated,AMD Radeon,AMD Radeon 660M,AMD,AMD Ryzen 5 6000 Series PRO,,,3.84 pounds,Yes,,
$940.99,,Be the first to write a review,"Modern 15 B11M 15.6"" Laptop - Intel Core i5 - with 16GB Memory - 1 TB SSD",MSI,2023,Black,,15.6 inches,1920 x 1080 (Full HD),No,Windows 11 Pro,No,SSD,1000 gigabytes,16 gigabytes,DDR4 SDRAM,Other,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 11th Generation Core i5,,,3.52 pounds,Yes,,
$629.99,,Be the first to write a review,"15.6"" Refurbished 1920 x 1080 FHD - Intel 10th Gen Core i5-10210U with 16GB RAM - Intel UHD Graphics 620 - 512GB SSD",Lenovo,2020,Silver,,15.6 inches,1920 x 1080 (Full HD),No,Windows 11 Pro,,SSD,512 gigabytes,16 gigabytes,DDR4,Lithium-ion,,Integrated,Intel,Intel UHD Graphics 620,Intel,Intel 10th Generation Core i5,4-core (quad-core),4.2 gigahertz,3.97 pounds,Yes,720p,1
$799.99,4.7,188,Surface Laptop Go 2 - 12.4” Touch-Screen – Intel Core i5 – 8GB Memory - 256GB SSD (Latest Model),Microsoft,2022,Green,LCD,12.4 inches,1536 x 1024,Yes,Windows 11 Home,No,SSD,256 gigabytes,8 gigabytes,LPDDR4X,Lithium-ion,13.5 hours,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 11th Generation Core i5,,,2.48 pounds,No,720p,0
"$2,349.99",,Be the first to write a review,"ThinkPad X1 Extreme Gen 5 16"" Notebook - Intel Core i7-12700H - 16GB Memory - 512GB SSD",Lenovo,2022,Black,,16 inches,1920 x 1200 (WUXGA),No,Windows 10 Pro,,SSD,512 gigabytes,16 gigabytes,DDR5,Lithium-ion,,Integrated,Intel,NVIDIA GeForce RTX 3050 Ti,Intel,Intel 5th Generation Core i7,,,4.14 pounds,Yes,,
