Price,Stars,Number of Reviews,Product Name,Brand,Year of Release,Color Category,Display Type,Screen Size,Screen Resolution,Touch Screen,Operating System,Voice Assistant Built-in,Storage Type,Total Storage Capacity,System Memory (RAM),Type of Memory (RAM),Battery Type,Battery Life (up to),Graphics Type,GPU Brand,Graphics,Processor Brand,Processor Model,Number of CPU Cores,CPU Base Clock Frequency,Product Weight,Backlit Keyboard,Front Facing Camera Video Resolution,Number of HDMI Outputs (Total)
"$1,146.99",,Be the first to write a review,"Vivobook Pro 14"" Laptop - AMD Ryzen 7 with 16GB Memory - NVIDIA GeForce RTX 3050 - 1TB SSD",ASUS,2022,Blue,,14 inches,2880 x 1800,No,Windows 11 Home,No,SSD,1000 gigabytes,16 gigabytes,LPDDR5,Lithium-ion,,Integrated,NVIDIA,NVIDIA GeForce RTX 3050,AMD,AMD Ryzen 7 6000 Series,,4.7 gigahertz,3.2 pounds,Yes,,1
$839.99,,Be the first to write a review,"ThinkPad E15 Gen 4 15.6"" Notebook - Intel Core i5-1235U - 8GB Memory - 256GB SSD",Lenovo,2022,Space Gray,,15.6 inches,1920 x 1080 (Full HD),No,Windows 11 Pro,,SSD,256 gigabytes,8 gigabytes,DDR4 SoDIMM,Lithium-ion,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 12th Generation Core i5,,,3.75 pounds,No,,
$549.99,4.6,314,Surface Laptop Go 2 - 12.4” Touch-Screen – Intel Core i5 – 8GB Memory - 128GB SSD (Latest Model),Microsoft,2022,Blue,LCD,12.4 inches,1536 x 1024,Yes,Windows 11 Home,No,SSD,128 gigabytes,8 gigabytes,LPDDR4X,Lithium-ion,13.5 hours,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 11th Generation Core i5,,,2.48 pounds,No,720p,0
$769.99,3.6,14,"Apple Macbook Pro 15"" Certified Refurbished - Intel Core i7 2.7 - Touch Bar - 16GB - 512GB SSD (2016)",Apple,2016,Space Gray,,15 inches,2880 x 1800,No,Mac OS,,SSD,512 gigabytes,16 gigabytes,DDR3,Lithium-polymer,,Integrated,AMD Radeon,AMD Radeon Pro 455,Intel,Intel 6th Generation Core i7,,,4.02 pounds,Yes,,
"$3,039.99",,Be the first to write a review,"ThinkPad P1 Gen 5 16.0"" Laptop Intel Core i7-12700H with 32GB Memory - 1TB SSD",Lenovo,2022,Black,,16 inches,2560 x 1600,No,Windows 10 Pro,,SSD,1000 gigabytes,32 gigabytes,DDR5,Lithium-ion polymer,,Integrated,Intel,NVIDIA RTX A2000,Intel,Intel 12th Generation Core i7,,,3.99 pounds,Yes,,
$519.99,4.4,24,"Flip C434TA 2-in-1 14"" Touch-Screen Chromebook - Intel Core m3 - 4GB Memory - 64GB eMMC Flash Memory",ASUS,2019,Silver,LED,14 inches,1920 x 1080 (Full HD),Yes,Chrome OS,,eMMC,64 gigabytes,4 gigabytes,LPDDR3,Lithium-ion,10 hours,Integrated,Intel,Intel UHD Graphics 615,Intel,Intel Core m3,,1.1 gigahertz,3.2 pounds,Yes,,
$743.99,,Be the first to write a review,"ThinkPad E15 Gen 4 15.6"" Notebook - AMD Ryzen 5 5625U - 8GB Memory - 256GB SSD",Lenovo,2022,Space Gray,,15.6 inches,1920 x 1080 (Full HD),No,Windows 10 Pro,,SSD,256 gigabytes,8 gigabytes,DDR4 SoDIMM,Lithium-ion,,Integrated,AMD Radeon,AMD Radeon,AMD,AMD Ryzen 5 5000 Series,,,3.92 pounds,No,,
"$1,399.99",,Be the first to write a review,"GE76 Raider 17.3"" Gaming Laptop - Intel Core i7 - Memory - NVIDIA GeForce RTX 3060 - 1 TB SSD",MSI,2022,Blue,,17.3 inches,1920 x 1080 (Full HD),No,Windows 11 Home,,SSD,1000 gigabytes,16 gigabytes,DDR4 SDRAM,Other,,Dedicated,NVIDIA,NVIDIA GeForce RTX 3060,Intel,Intel 11th Generation Core i7,,,6.39 pounds,Yes,,
"$2,399.99",,Be the first to write a review,"Blade 14 - 14"" Gaming Laptop - QHD 240Hz -AMD Ryzen 9 7940HS - NVIDIA GeForce RTX 4060 -16GB  RAM - 1TB SSD",Razer,2023,Black,,14 inches,2560 x 1600,No,Windows 11 Home,,SSD,1000 gigabytes,16 gigabytes,DDR5,Lithium-ion polymer,,Dedicated,NVIDIA,NVIDIA GeForce RTX 4060,AMD,AMD Ryzen 9 7000 Series,,,4.05 pounds,Yes,,1
"$2,209.99",,Be the first to write a review,"Precision 5000 15.6"" Laptop - Intel Core i7 - 32GB Memory - NVIDIA RTX A1000 - 512GB SSD",Dell,2022,Gray,LCD,15.6 inches,1920 x 1200 (WUXGA),No,Windows 10 Pro,No,SSD,512 gigabytes,32 gigabytes,DDR5 SDRAM,Other,,Dedicated,NVIDIA,NVIDIA RTX A1000,Intel,Intel 12th Generation Core i7,,2.3 gigahertz,4.06 pounds,Yes,,
"$1,329.99",5.0,1 Review,"Latitude 7000 14"" Laptop - Intel Core i7 - 16 GB Memory - 256 GB SSD",Dell,2022,Black,,14 inches,1920 x 1080 (Full HD),No,Windows 10 Pro,No,SSD,256 gigabytes,16 gigabytes,DDR4 SDRAM,Other,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 12th Generation Core i7,10-core,,2.69 pounds,Yes,,
"$1,399.99",4.3,32,"Dragonfly Pro 14"" Wide Ultra XGA Touch-Screen Laptop - AMD Ryzen 7 - 16GB Memory - 512GB SSD",HP,2023,Black,,14 inches,1920 x 1200 (WUXGA),Yes,Windows 11 Home,,SSD,512 gigabytes,16 gigabytes,LPDDR5,Lithium-ion polymer,,Integrated,AMD Radeon,AMD Radeon,AMD,AMD Ryzen 7 7000 Series,,4.7 gigahertz,3.42 pounds,Yes,,
$499.00,4.7,24,"15.6"" Full HD Chromebook - Intel Core i3 - 8GB Memory - 128GB UFS",HP,2023,Silver,,15.6 inches,1920 x 1080 (Full HD),No,Chrome OS,Google Assistant,UFS,128 gigabytes,8 gigabytes,LPDDR5,Lithium-ion polymer,,Integrated,Intel,Intel UHD Graphics,Intel,Intel Core i3,8-core,3.8 gigahertz,3.81 pounds,No,1080p,0
$807.99,5.0,6,"Lenovo Slim 7i 16"" Refurbished Laptop - Intel Arc A370M i7-12700H with 32GB Memory and 1TB Solid State Drive",Lenovo,2022,Gray,,16 inches,2560 x 1600,Yes,Windows 11 Home,,SSD,1000 gigabytes,32 gigabytes,LPDDR5,Lithium-ion,,Integrated,Intel,Intel Arc A370M,Intel,Intel 12th Generation Core i7,,,4.59 pounds,Yes,,
$849.99,,Be the first to write a review,"Vivobook S 15 S3502 15.6"" Laptop - AMD Ryzen 7 - Memory - 512 GB SSD",ASUS,2022,Black,,15.6 inches,1920 x 1080 (Full HD),No,Windows 11 Home,No,SSD,512 gigabytes,8 gigabytes,DDR4 SDRAM,Other,,Integrated,AMD Radeon,AMD Radeon,AMD,AMD Ryzen 7 5000 Series,8-core,,3.75 pounds,Yes,,
$512.99,4.0,3,"Refurbished 840 G3 14"" Laptop - Intel Core i7 - 32GB Memory - 512GB Solid State Drive",HP,2016,Silver,,14 inches,1920 x 1080 (Full HD),No,Windows 10 Pro,,SSD,512 gigabytes,32 gigabytes,DDR4 SoDIMM,Lithium-ion,,Integrated,Intel,Intel HD Graphics 520,Intel,Intel 6th Generation Core i7,2-core (dual-core),2.6 gigahertz,3.27 pounds,No,720p,
$674.99,4.8,4,"Geek Squad Certified Refurbished MacBook Air 13.3"" Laptop- Intel Core i5 - 8GB Memory - 512GB Solid State Drive",Apple,2020,Gold,,13.3 inches,2560 x 1600 (Retina),No,Mac OS,,SSD,512 gigabytes,8 gigabytes,LPDDR4X,Lithium-polymer,,Integrated,Intel,Intel Iris Plus Graphics 645,Intel,Intel 10th Generation Core i5,4-core (quad-core),1.1 gigahertz,2.8 pounds,Yes,720p,
$609.99,3.7,3,"830 G6 13.3"" Refurbished 1920x1080 FHD - Intel 8th Gen Core i7-8665U - Intel UHD Graphics 620 with 32GB and 1TB - SSD",HP,2019,Silver,,13.3 inches,1920 x 1080 (Full HD),No,Windows 10 Pro,,SSD,1000 gigabytes,32 gigabytes,DDR4 SDRAM,Lithium-ion,,Integrated,Intel,Intel UHD Graphics 620,Intel,Intel 8th Generation Core i7,4-core (quad-core),4.8 gigahertz,2.93 pounds,Yes,1080p,1
$360.99,5.0,1 Review,"13.3"" Refurbished 1280 x 720 - Intel 8th Gen Core i5-8365U with 16GB RAM - Intel UHD Graphics 620 - 256GB SSD",Dell,2019,Black,,13.3 inches,1280 x 720,No,Windows 11 Pro,,SSD,256 gigabytes,16 gigabytes,DDR4,Lithium-ion,,Integrated,Intel,Intel UHD Graphics 620,Intel,Intel 8th Generation Core i5,4-core (quad-core),4.1 gigahertz,2.73 pounds,No,720p,1
"$1,499.99",4.3,10 on lg.com,gram Style 14” Laptop - Intel Evo Platform 13th Gen Intel Core i7 with 16GB RAM - 512GB NVMe SSD,LG,2023,White,OLED,14 inches,2880 x 1800,No,Windows 11 Home,,SSD,512 gigabytes,16 gigabytes,DDR5,Lithium-ion,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 13th Generation Core i7,,,2.2 pounds,Yes,,
$989.99,,Be the first to write a review,"ThinkPad L13 Gen 3 13.3"" Notebook - Intel Core i5-1235U - 16GB Memory - 256GB SSD",Lenovo,2022,Gray,,13.3 inches,1920 x 1200 (WUXGA),No,Windows 10 Pro,,SSD,256 gigabytes,16 gigabytes,DDR4,Lithium-ion,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 3rd Generation Core i5,,,2.78 pounds,Yes,,
$799.99,2.8,6,"Geek Squad Certified Refurbished MacBook Pro - 13"" Display with Touch Bar - Intel Core i5 - 8GB Memory - 256GB SSD",Apple,2018,Space Gray,,13.3 inches,2560 x 1600 (Retina),No,Mac OS,Siri,SSD,256 gigabytes,8 gigabytes,LPDDR3,Lithium-polymer,,Dedicated,Intel,Intel Iris Plus Graphics 655,Intel,Intel 8th Generation Core i5,,2.3 gigahertz,3.02 pounds,Yes,,
"$2,699.99",4.8,5,"XPS 15.6"" UHD Touch-Screen Laptop - Intel Core i7 - 32GB Memory - NVIDIA GeForce RTX 3050 Ti -1TB Solid State Drive",Dell,2021,Silver,LED,15.6 inches,3300 x 2200,Yes,Windows 11 Home,,SSD,1000 gigabytes,32 gigabytes,DDR4,Lithium-ion,,Dedicated,NVIDIA,NVIDIA GeForce RTX 3050 Ti,Intel,Intel 11th Generation Core i7,8-core,2.3 gigahertz,4.52 pounds,Yes,720p,0
"$1,999.99",4.6,11,"Strix SCAR 15 G533 15.6"" Gaming Laptop - AMD Ryzen 9 - 16GB Memory - NVIDIA GeForce RTX 3080 - 1TB SSD",ASUS,2022,Black,,15.6 inches,1920 x 1080 (Full HD),No,Windows 11 Home,,SSD,1000 gigabytes,16 gigabytes,DDR4,Other,,Dedicated,NVIDIA,NVIDIA GeForce RTX 3080,AMD,AMD Ryzen 9 5000 Series,,,5.07 pounds,Yes,,1
$499.99,,Be the first to write a review,"IdeaPad Slim 3 15.6"" Laptop - AMD Ryzen 5 with 8GB Memory - 256 GB SSD",Lenovo,2023,Blue,,15.6 inches,1920 x 1080 (Full HD),No,Windows 11 Home,No,SSD,256 gigabytes,8 gigabytes,LPDDR5,Other,,Integrated,AMD Radeon,AMD Radeon,AMD,AMD Ryzen 5 7000 Series,4-core (quad-core),2.8 gigahertz,3.57 pounds,No,,
$635.63,4.0,1 Review,"15.6"" Refurbished 1920 x 1080 FHD - Intel 6th Gen Core i7-6820HQ with 32GB RAM - NVIDIA Quadro M1200 - 512GB SSD",Dell,2017,Black,,15.6 inches,1920 x 1080 (Full HD),No,Windows 10 Pro,,SSD,512 gigabytes,32 gigabytes,DDR4,Lithium-ion,,"Dedicated, Integrated",NVIDIA,NVIDIA Quadro M1200,Intel,Intel 6th Generation Core i7,4-core (quad-core),3.6 gigahertz,6.16 pounds,Yes,720p,1
$699.99,,Be the first to write a review,"Vivobook 16"" WUXGA Laptop - Intel 13 Gen Core i5 with 8GB Memory - Intel UHD Graphics - 512GB SSD",ASUS,2023,Black,LED,16 inches,1920 x 1200 (WUXGA),No,Windows 11 Home,"Amazon Alexa, Cortana",SSD,512 gigabytes,8 gigabytes,DDR4,Lithium-ion,,Integrated,Intel,Intel UHD Graphics,Intel,Intel 13th Generation Core i5,,,4.14 pounds,Yes,720p,1
$445.99,3.9,9,"ThinkPad 14"" Refurbished Laptop - Intel Core i5 - 16GB Memory - 512GB SSD",Lenovo,2020,Black,LCD,14 inches,1920 x 1080 (Full HD),No,Windows 10 Pro,,SSD,512 gigabytes,16 gigabytes,DDR4,Lithium-ion,,Integrated,Intel,Intel HD Graphics 620,Intel,Intel 7th Generation Core i5,2-core (dual-core),2.6 gigahertz,3.5 pounds,No,,1
"$1,799.99",,Be the first to write a review,"Prestige 16 Studio A13V 16"" Laptop - Intel Core i7 - NVIDIA GeForce RTX 4050 with 32GB Memory - 1TB SSD",MSI,2023,Silver,,16 inches,2560 x 1600,No,Windows 11 Pro,No,SSD,1000 gigabytes,32 gigabytes,LPDDR5,Other,,Dedicated,NVIDIA,NVIDIA GeForce RTX 4050,Intel,Intel 13th Generation Core i7,,3.7 gigahertz,4.19 pounds,Yes,,
$999.99,4.5,2 on https://www.asus.com,"Zenbook Pro 17 UM6702 17.3"" Laptop - AMD Ryzen 7 - Memory - 512 GB SSD",ASUS,2022,Black,,17.3 inches,1920 x 1080 (Full HD),No,Windows 11 Home,No,SSD,512 gigabytes,8 gigabytes,LPDDR5,Other,,Integrated,AMD Radeon,AMD Radeon,AMD,AMD Ryzen 7 6000 Series,8-core,,5.05 pounds,Yes,,
$699.99,5.0,1 Review,"Modern 14 C13M 14"" Laptop - Intel Core i5-1335U with 16GB Memory - 512 GB SSD",MSI,2023,Rose gold,,14 inches,1920 x 1080 (Full HD),No,Windows 11 Home,No,SSD,512 gigabytes,16 gigabytes,DDR4 SDRAM,Other,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 13th Generation Core i5,,1.3 gigahertz,3.09 pounds,Yes,,
$549.99,4.6,314,Surface Laptop Go 2 - 12.4” Touch-Screen – Intel Core i5 – 8GB Memory - 128GB SSD (Latest Model),Microsoft,2022,Green,LCD,12.4 inches,1536 x 1024,Yes,Windows 11 Home,No,SSD,128 gigabytes,8 gigabytes,LPDDR4X,Lithium-ion,13.5 hours,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 11th Generation Core i5,,,2.48 pounds,No,720p,0
$679.99,3.0,4,"EliteBook 14"" Refurbished Laptop - Intel Core i7 - 32GB Memory - 512GB Solid State Drive",HP,2018,Gray,,14 inches,1920 x 1080 (Full HD),No,Windows 10 Pro,,SSD,512 gigabytes,32 gigabytes,DDR4 SoDIMM,Lithium-ion,,Integrated,Intel,Intel UHD Graphics 620,Intel,Intel 8th Generation Core i7,4-core (quad-core),4 gigahertz,3.26 pounds,No,1080p,1
$305.99,5.0,1 Review,"ProBook 640 G2 14"" Refurbished Laptop - Intel Core i5 - 16GB Memory - 256GB SSD",HP,2016,Gray,,14 inches,1366 x 768 (HD),No,Windows 10 Pro,,SSD,256 gigabytes,16 gigabytes,DDR4 SDRAM,Lithium-ion,,Integrated,Intel,Intel HD Graphics 520,Intel,Intel 6th Generation Core i5,2-core (dual-core),2.4 gigahertz,4.3 pounds,No,720p,
$989.99,,Be the first to write a review,"ThinkPad L15 AMD Gen3 15.6"" Laptop AMD Ryzen 7 PRO 5875U with 8GB Memory - 256GB SSD",Lenovo,2022,Black,,15.6 inches,1920 x 1080 (Full HD),No,Windows 10 Pro,,SSD,256 gigabytes,8 gigabytes,DDR4 SoDIMM,Lithium-ion polymer,,Integrated,AMD Radeon,AMD Radeon,AMD,AMD Ryzen 7 5000 Series,,,3.87 pounds,No,,
"$1,699.99",,Be the first to write a review,"Summit E14 Flip Evo 2-in-1 14"" Laptop - Intel Core i7-1360P with 32GB Memory - 1TB SSD",MSI,2023,Black,,14 inches,2880 x 1800,Yes,Windows 11 Pro,No,SSD,1000 gigabytes,32 gigabytes,LPDDR5,Other,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 13th Generation Core i7,,2.2 gigahertz,3.51 pounds,Yes,,
$306.99,3.3,6,"Refurbished EliteBook 640 G2 14"" Laptop - Intel Core i5 - 16GB Memory - 256GB Solid State Drive",HP,2020,Black,LCD,14 inches,1280 x 720,No,Windows 10 Pro,,SSD,256 gigabytes,16 gigabytes,DDR4,Lithium-ion,,Integrated,Intel,Intel HD Graphics 520,Intel,Intel 6th Generation Core i5,2-core (dual-core),2.3 gigahertz,4.3 pounds,Yes,720p,
$399.00,4.6,107,"15.6"" Chromebook - Intel Processor N200 - 8GB Memory - 64GB eMMC",HP,2023,Silver,,15.6 inches,1366 x 768 (HD),No,Chrome OS,Google Assistant,eMMC,64 gigabytes,8 gigabytes,LPDDR5,Lithium-ion polymer,,Integrated,Intel,Intel UHD Graphics,Intel,Intel Processor N200,4-core (quad-core),3.7 gigahertz,3.81 pounds,No,720p,0
$788.99,,Be the first to write a review,"14"" Refurbished 1920x1080 FHD - Intel 8th Gen Core i7-8665U - Intel UHD Graphics 620 with 32GB and 2TB - SSD",Dell,2019,Black,,14 inches,1920 x 1080 (Full HD),Yes,Windows 11 Pro,,SSD,2000 gigabytes,32 gigabytes,DDR4,Lithium-ion,,Integrated,Intel,Intel UHD Graphics 620,Intel,Intel 8th Generation Core i7,4-core (quad-core),4.8 gigahertz,2.99 pounds,Yes,720p,1
$499.99,,Be the first to write a review,"VivoBook 17 F1704 17.3"" Laptop - Intel Pentium with 8GB Memory - 256 GB SSD",ASUS,2023,Blue,,17.3 inches,1920 x 1080 (Full HD),No,Windows 11 Pro,,SSD,256 gigabytes,8 gigabytes,DDR4 SDRAM,Other,,Integrated,Intel,Intel UHD Graphics,Intel,Intel Pentium,,,4.63 pounds,Yes,,
$366.99,5.0,1 Review,"EliteBook 15.6"" Refurbished Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive",HP,2019,Black,LED,15.6 inches,1366 x 768 (HD),No,Windows 10 Pro,,SSD,256 gigabytes,8 gigabytes,DDR3L SDRAM,Lithium-polymer,,Integrated,Intel,Intel HD Graphics 5500,Intel,Intel 5th Generation Core i5,,2.3 gigahertz,4.03 pounds,No,,
"$2,499.99",1.5,2,"Stealth GS66 12UGS 15.6"" Gaming Laptop - Intel Core i9 i9-12900H - NVIDIA GeForce RTX 3070Ti with 32GB Memory - 1TB SSD",MSI,2023,Black,,15.6 inches,2560 x 1440 (QHD),No,Windows 11 Home,No,SSD,1000 gigabytes,32 gigabytes,DDR5 SDRAM,Other,,Dedicated,NVIDIA,NVIDIA GeForce RTX 3070 Ti,Intel,Intel 12th Generation Core i9,,1.8 gigahertz,4.63 pounds,Yes,,
$699.99,5.0,1 Review,"CP713-2W 13.5"" Touch-Screen Chromebook - Intel Core i3 - 8 GB Memory - 256 GB SSD",Acer,,Gray,,13.5 inches,2256 x 1504,Yes,Chrome OS,,SSD,256 gigabytes,8 gigabytes,DDR4 SDRAM,Lithium-ion,,,,,Intel,Intel 10th Generation Core i3,,,,Yes,,
"$1,472.99",4.7,26 on hp.com,"EliteBook 840 G9 14"" Laptop - Intel Core i5 with 16GB Memory - 256 GB SSD",HP,2022,Silver,LCD,14 inches,1920 x 1200 (WUXGA),No,Windows 11 Pro,No,SSD,256 gigabytes,16 gigabytes,DDR5 SDRAM,Other,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 12th Generation Core i5,10-core,,3 pounds,Yes,,
$699.99,,Be the first to write a review,"TravelMate P2 P214-41-G2 14"" Laptop - AMD Ryzen 7 PRO - 8 GB Memory - 256 GB SSD",Acer,2021,Black,LCD,14 inches,1920 x 1080 (Full HD),No,Windows 10 Pro,No,SSD,256 gigabytes,8 gigabytes,DDR4 SDRAM,Lithium-ion,,Integrated,AMD Radeon,AMD Radeon,AMD,AMD Ryzen 7 5000 Series PRO,8-core,1.9 gigahertz,3.53 pounds,Yes,,1
"$1,979.99",2.0,2,"OMEN 17.3"" 165Hz Gaming Laptop QHD Intel Core i7-13700HX With 16GB Memory NVIDIA GeForce RTX 4070 8 GB GDDR6 512GB SSD",HP OMEN,2023,Black,LED,17.3 inches,2560 x 1440 (QHD),No,Windows 11 Home,,SSD,512 gigabytes,16 gigabytes,DDR5 SDRAM,Lithium-ion polymer,5.25 hours,Dedicated,NVIDIA,NVIDIA GeForce RTX 4070,Intel,Intel 13th Generation Core i7,16-core,5 gigahertz,6.17 pounds,Yes,720p,1
"$1,449.00",4.4,693 on lenovo.com,"Yoga 9 14"" Laptop - Intel Core i7 - 16 GB Memory - 1 TB SSD",Lenovo,2021,Black,,14 inches,3840 x 2160 (4K),Yes,Windows 11 Home,No,SSD,1000 gigabytes,16 gigabytes,LPDDR4X,Other,,Integrated,Intel,Intel UHD Graphics,Intel,Intel 11th Generation Core i7,4-core (quad-core),2.9 gigahertz,3.17 pounds,Yes,,
$849.99,,Be the first to write a review,"ThinkPad L15 AMD Gen3 15.6"" Laptop AMD Ryzen 5 PRO 5675U with 8GB Memory - 256GB SSD",Lenovo,2022,Black,,15.6 inches,1920 x 1080 (Full HD),No,Windows 11 Pro,,SSD,256 gigabytes,8 gigabytes,DDR4 SoDIMM,Lithium-ion polymer,,Integrated,AMD Radeon,AMD Radeon,AMD,AMD Ryzen 5 5000 Series,,,3.87 pounds,No,,
$849.99,,Be the first to write a review,"Modern 14 C13M 14"" Laptop - Intel Core i7 with 16GB Memory - 1 TB SSD",MSI,2023,Silver,,14 inches,1920 x 1080 (Full HD),No,Windows 11 Home,No,SSD,1000 gigabytes,16 gigabytes,DDR4 SDRAM,Other,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 13th Generation Core i7,,1.7 gigahertz,3.09 pounds,Yes,,
$939.99,5.0,1 Review,"ThinkPad 15.6"" Refurbished 1920x1080 FHD - Intel 7th Gen Core i7-7820HQ - NVIDIA Quadro M2200 with 32GB and 1TB - SSD",Lenovo,2017,Black,,15.6 inches,1920 x 1080 (Full HD),No,Windows 10 Pro,,SSD,1000 gigabytes,32 gigabytes,DDR4 SoDIMM,Lithium-ion,,"Dedicated, Integrated",NVIDIA,NVIDIA Quadro M2200,Intel,Intel 7th Generation Core i7,4-core (quad-core),3.9 gigahertz,5.6 pounds,Yes,720p,1
$419.99,3.0,1 Review,"Latitude 7480 14"" Refurbished Laptop - Intel Core i5 - 16GB Memory - 512GB SSD",Dell,2017,Black,,14 inches,1366 x 768 (HD),No,Windows 10 Pro,,SSD,512 gigabytes,16 gigabytes,DDR4 SDRAM,Lithium-ion,,Integrated,Intel,Intel HD Graphics 620,Intel,Intel 7th Generation Core i5,2-core (dual-core),2.6 gigahertz,3.01 pounds,No,720p,1
$249.00,4.5,281,"2-in-1 14"" Touch-Screen Chromebook - Intel Celeron - 4GB Memory - 64GB eMMC",HP,2022,Silver,,14 inches,1366 x 768 (HD),Yes,Chrome OS,Google Assistant,eMMC,64 gigabytes,4 gigabytes,DDR4,Lithium-ion,13.5 hours,Integrated,Intel,Intel UHD Graphics,Intel,Intel Celeron,2-core (dual-core),2.8 gigahertz,3.57 pounds,No,720p,0
"$1,729.99",,Be the first to write a review,"Elite x360 1040 G9 2-in-1 14"" Touch-Screen Laptop - Intel Core i5 with 16GB Memory - 512 GB SSD",HP,2022,Silver,LCD,14 inches,1920 x 1200 (WUXGA),Yes,Windows 11 Pro,No,SSD,512 gigabytes,16 gigabytes,DDR5 SDRAM,Other,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 12th Generation Core i5,10-core,1.2 gigahertz,2.98 pounds,Yes,,
$599.99,,Be the first to write a review,"TravelMate P2 P214-41-G2 14"" Laptop - AMD Ryzen 5 PRO - 8 GB Memory - 256 GB SSD",Acer,2021,Black,LCD,14 inches,1920 x 1080 (Full HD),No,Windows 10 Pro,,SSD,256 gigabytes,8 gigabytes,DDR4 SDRAM,Lithium-ion,,Integrated,AMD Radeon,AMD Radeon,AMD,AMD Ryzen 5 5000 Series PRO,,,3.53 pounds,Yes,,1
$969.99,,Be the first to write a review,"ThinkPad L14 Gen 3 14"" Touch-Screen Notebook - Intel Core i5-1235U - 8GB Memory - 256GB SSD",Lenovo,2022,Black,,14 inches,1920 x 1080 (Full HD),Yes,Windows 10 Pro,,SSD,256 gigabytes,8 gigabytes,DDR4,Lithium-ion,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 3rd Generation Core i5,,,3.06 pounds,No,,
$349.99,3.0,1 Review,"EliteBook 14"" Refurbished Laptop - Intel Core i5 - 8GB Memory - 512GB SSD",HP,2020,Silver,LED,14 inches,1366 x 768 (HD),Yes,Windows 10 Pro,,SSD,512 gigabytes,8 gigabytes,DDR4 SDRAM,Lithium-polymer,15.25 hours,Integrated,Intel,Intel HD Graphics 620,Intel,Intel 7th Generation Core i5,,2.5 gigahertz,3.26 pounds,No,,
"$1,299.99",,Be the first to write a review,"Nitro 16 - 16"" 165Hz Gaming Laptop WUXGA– AMD Ryzen 7 7840HS with 16GB memory- GeForce RTX 4050 - 1TB PCIe Gen 4 SSD",Acer,2023,Black,LCD,16 inches,1920 x 1200 (WUXGA),No,Windows 11 Home,Cortana,SSD,1000 gigabytes,16 gigabytes,DDR5,Lithium-ion,,Dedicated,NVIDIA,NVIDIA GeForce RTX 4050,AMD,AMD Ryzen 7 7000 Series,8-core,5.1 gigahertz,5.95 pounds,Yes,720p,1
"$1,149.99",4.7,65,"16.1"" 144Hz Full HD Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 4050 - 1TB SSD",HP OMEN,2023,Black,,16.1 inches,1920 x 1080 (Full HD),No,Windows 11 Home,,SSD,1024 gigabytes,16 gigabytes,DDR5,Lithium-ion polymer,,Dedicated,NVIDIA,NVIDIA GeForce RTX 4050,Intel,Intel 13th Generation Core i7,10-core,4.9 gigahertz,5.29 pounds,Yes,,1
"$1,799.99",,Be the first to write a review,"CreatorPro M16 B13V 16"" Laptop - Intel Core i7-13700H with 32GB Memory - 1 TB SSD",MSI,2023,Black,,16 inches,2560 x 1600,No,Windows 11 Pro,No,SSD,1000 gigabytes,32 gigabytes,DDR5 SDRAM,Other,,Dedicated,NVIDIA,NVIDIA RTX A1000,Intel,Intel 13th Generation Core i7,,3.7 gigahertz,4.97 pounds,Yes,,
$499.99,,Be the first to write a review,"Modern 14 C12M 14"" Laptop - Intel Core i3 with 8GB Memory - 512 GB SSD",MSI,2023,Black,,14 inches,1920 x 1080 (Full HD),No,Windows 11 Home,No,SSD,512 gigabytes,8 gigabytes,DDR4 SDRAM,Other,,Integrated,Intel,Intel Iris Xe Graphics,Intel,Intel 12th Generation Core i3,,0.9 gigahertz,2.62 pounds,Yes,,1
$829.99,,Be the first to write a review,"ThinkPad Z13 Gen 1 13.3"" Notebook - AMD Ryzen 5 PRO 6650U - 16GB Memory - 256GB SSD",Lenovo,2022,Gray,,13.3 inches,1920 x 1200 (WUXGA),No,Windows 10 Pro,,SSD,256 gigabytes,16 gigabytes,LPDDR5,Lithium-ion,,Integrated,AMD Radeon,AMD Radeon RX 6600M,AMD,AMD Ryzen 5 5000 Series PRO,,,2.63 pounds,Yes,,
$429.99,3.7,7,"MacBook Air 13.3"" (2017) ZOUU1LL/A Intel Core i7 - 8GB Memory, 128GB SSD - Pre-Owned",Apple,2017,Silver,,13.3 inches,1440 x 900 (WXGA+),No,Mac OS,,SSD,128 gigabytes,8 gigabytes,Not provided,Lithium-polymer,,"Integrated, Dedicated",Intel,Intel HD Graphics 6000,Intel,Intel 5th Generation Core i7,,,2.96 pounds,Yes,,
